Season,Rank,Team,Record,Rating,Hi,Lo,Last
2006-07,1,"Florida",13-1,6.3,1,83,1
2006-07,2,"USC",11-2,5.3,1,105,2
2006-07,3,"Tennessee",9-4,4.8,1,73,3
2006-07,4,"Arkansas",10-4,4.5,4,62,4
2006-07,5,"Michigan",11-2,4.3,2,78,5
2006-07,6,"LSU",11-2,4.2,3,104,6
2006-07,7,"Oklahoma",11-3,3.9,5,67,7
2006-07,8,"Ohio St",12-1,3.7,1,80,8
2006-07,9,"California",10-3,3.5,2,86,9
2006-07,10,"Oregon",7-6,3.4,3,107,10
2006-07,11,"Stanford",1-11,3.2,2,89,11
2006-07,12,"Oregon St",10-4,3.0,12,116,12
2006-07,13,"Arizona",6-6,2.9,6,102,13
2006-07,14,"Louisville",12-1,2.9,4,87,14
2006-07,15,"Nebraska",9-5,2.9,6,112,15
2006-07,16,"UCLA",7-6,2.9,13,106,16
2006-07,17,"Auburn",11-2,2.8,10,82,17
2006-07,18,"South Carolina",8-5,2.7,18,113,18
2006-07,19,"Texas",10-3,2.7,1,93,19
2006-07,20,"Rutgers",11-2,2.5,14,116,20
2006-07,21,"Arizona St",7-6,2.5,13,119,21
2006-07,22,"West Virginia",11-2,2.3,11,115,22
2006-07,23,"Alabama",6-7,2.3,20,70,23
2006-07,24,"Kentucky",8-5,2.2,8,67,24
2006-07,25,"Washington",5-7,2.2,7,88,25
2006-07,26,"Cincinnati",8-5,2.0,9,118,26
2006-07,27,"Notre Dame",10-3,2.0,5,52,27
2006-07,28,"BYU",11-2,1.9,22,93,28
2006-07,29,"Oklahoma St",7-6,1.7,16,116,29
2006-07,30,"Syracuse",4-8,1.7,9,117,30
2006-07,31,"Boston College",10-3,1.6,5,113,31
2006-07,32,"Georgia",9-4,1.5,24,110,32
2006-07,33,"Washington St",6-6,1.5,6,103,33
2006-07,34,"Texas Tech",8-5,1.3,19,86,34
2006-07,35,"Minnesota",6-7,1.3,1,112,35
2006-07,36,"Penn St",9-4,1.0,14,88,36
2006-07,37,"Texas A&M",9-4,1.0,30,117,37
2006-07,38,"Boise St",13-0,1.0,15,113,38
2006-07,39,"Clemson",8-5,0.7,12,109,39
2006-07,40,"Pittsburgh",6-6,0.6,36,112,40
2006-07,41,"Wake Forest",11-3,0.5,41,112,41
2006-07,42,"Vanderbilt",4-8,0.4,6,76,42
2006-07,43,"Georgia Tech",9-5,0.2,38,113,43
2006-07,44,"Virginia Tech",10-3,0.2,33,118,44
2006-07,45,"Missouri",8-5,0.0,25,115,45
2006-07,46,"Florida St",7-6,-0.1,24,95,46
2006-07,47,"S Florida",9-4,-0.2,40,118,47
2006-07,48,"Iowa",6-7,-0.3,25,112,48
2006-07,49,"Mississippi St",3-9,-0.4,8,84,49
2006-07,50,"Utah",8-5,-0.4,13,78,50
2006-07,51,"Air Force",4-8,-0.5,1,81,51
2006-07,52,"Kansas St",7-6,-0.7,40,118,52
2006-07,53,"UConn",4-8,-0.7,46,119,53
2006-07,54,"Mississippi",4-8,-0.8,27,76,54
2006-07,55,"Miami",7-6,-0.8,19,108,55
2006-07,56,"Maryland",9-4,-1.0,33,109,56
2006-07,57,"Wisconsin",12-1,-1.2,36,90,57
2006-07,58,"Iowa St",4-8,-1.2,7,104,58
2006-07,59,"Baylor",4-8,-1.5,43,98,59
2006-07,60,"Virginia",5-7,-1.6,4,94,60
2006-07,61,"Hawai'i",11-3,-1.6,4,65,61
2006-07,62,"Colorado",2-10,-1.6,37,107,62
2006-07,63,"Wyoming",6-6,-1.7,23,91,63
2006-07,64,"TCU",11-2,-1.7,23,75,64
2006-07,65,"NC State",3-9,-1.8,38,111,65
2006-07,66,"Michigan St",4-8,-1.9,19,106,66
2006-07,67,"Southern Miss",9-5,-2.0,9,77,67
2006-07,68,"Purdue",8-6,-2.1,44,117,68
2006-07,69,"North Carolina",3-9,-2.2,21,98,69
2006-07,70,"Indiana",5-7,-2.3,25,111,70
2006-07,71,"Tulsa",8-5,-2.3,21,118,71
2006-07,72,"Northwestern",4-8,-2.3,38,116,72
2006-07,73,"E Carolina",7-6,-2.4,29,77,73
2006-07,74,"Rice",7-6,-2.8,1,77,74
2006-07,75,"Kansas",6-6,-2.9,51,117,75
2006-07,76,"Colorado St",4-8,-2.9,68,115,76
2006-07,77,"Illinois",2-10,-3.1,40,116,77
2006-07,78,"Houston",10-4,-3.3,32,109,78
2006-07,79,"Nevada",8-5,-3.4,3,90,79
2006-07,80,"Fresno St",4-8,-3.8,15,110,80
2006-07,81,"New Mexico",6-7,-3.8,62,108,81
2006-07,82,"Tulane",4-8,-3.8,3,86,82
2006-07,83,"C Michigan",10-4,-4.1,9,107,83
2006-07,84,"UNLV",2-10,-4.1,62,107,84
2006-07,85,"W Michigan",8-5,-4.2,1,110,85
2006-07,86,"Duke",0-12,-4.2,68,109,86
2006-07,87,"Navy",9-4,-4.2,21,111,87
2006-07,88,"San Diego St",3-9,-4.3,12,108,88
2006-07,89,"UAB",3-9,-4.4,5,104,89
2006-07,90,"N Illinois",7-6,-4.5,4,105,90
2006-07,91,"E Michigan",1-11,-4.5,2,96,91
2006-07,92,"Temple",1-11,-4.5,3,111,92
2006-07,93,"Ohio",9-5,-4.7,7,119,93
2006-07,94,"Marshall",5-7,-4.8,6,100,94
2006-07,95,"Middle Tenn",7-6,-4.9,42,109,95
2006-07,96,"Miami OH",2-10,-5.4,6,99,96
2006-07,97,"UTEP",5-7,-5.5,5,109,97
2006-07,98,"UCF",4-8,-5.5,11,110,98
2006-07,99,"Akron",5-7,-5.7,12,101,99
2006-07,100,"Memphis",2-10,-5.9,31,116,100
2006-07,101,"Ball St",5-7,-6.1,2,117,101
2006-07,102,"Army",3-9,-6.1,25,109,102
2006-07,103,"San Jose St",9-4,-6.3,14,119,103
2006-07,104,"SMU",6-6,-6.3,7,111,104
2006-07,105,"Buffalo",2-10,-6.3,13,117,105
2006-07,106,"UL Monroe",4-8,-6.5,75,117,106
2006-07,107,"Utah St",1-11,-6.6,6,107,107
2006-07,108,"Toledo",5-7,-6.9,3,108,108
2006-07,109,"Troy",8-5,-7.3,40,117,109
2006-07,110,"Arkansas St",6-6,-7.5,24,117,110
2006-07,111,"Florida Atlantic",5-7,-8.0,2,119,111
2006-07,112,"Kent St",6-6,-8.2,1,117,112
2006-07,113,"Florida Intl",0-12,-8.2,4,118,113
2006-07,114,"Bowling Green",4-8,-8.5,8,114,114
2006-07,115,"Idaho",4-8,-8.6,4,118,115
2006-07,116,"N Texas",3-9,-8.9,1,118,116
2006-07,117,"New Mexico St",4-8,-9.0,83,119,117
2006-07,118,"Louisiana",6-6,-9.2,1,118,118
2006-07,119,"Louisiana Tech",3-10,-10.7,1,119,119
2007-08,1,"Oklahoma",11-3,8.2,1,72,1
2007-08,2,"Missouri",12-2,7.7,1,77,2
2007-08,3,"UCLA",6-7,7.5,2,65,3
2007-08,4,"West Virginia",11-2,7.4,3,82,4
2007-08,5,"Oregon St",9-4,7.2,2,47,5
2007-08,6,"Oregon",9-4,7.0,3,59,6
2007-08,7,"Washington",4-9,6.8,1,82,7
2007-08,8,"USC",11-2,6.8,1,97,8
2007-08,9,"LSU",12-2,6.5,2,85,9
2007-08,10,"Florida",9-4,6.4,2,110,10
2007-08,11,"Arizona",5-7,6.0,8,77,11
2007-08,12,"California",7-6,5.7,2,53,12
2007-08,13,"S Florida",9-4,5.6,8,108,13
2007-08,14,"Auburn",9-4,5.5,2,68,14
2007-08,15,"Tennessee",10-4,5.4,1,26,15
2007-08,16,"Arizona St",10-3,5.4,10,106,16
2007-08,17,"Georgia",11-2,5.1,11,58,17
2007-08,18,"Oklahoma St",7-6,5.0,7,39,18
2007-08,19,"South Carolina",6-6,4.7,6,93,19
2007-08,20,"Virginia Tech",11-3,4.6,7,67,20
2007-08,21,"Texas A&M",7-6,4.4,19,111,21
2007-08,22,"Ohio St",11-2,4.4,9,111,22
2007-08,23,"Nebraska",5-7,4.3,5,83,23
2007-08,24,"Kentucky",8-5,4.2,8,118,24
2007-08,25,"Louisville",6-6,4.0,2,112,25
2007-08,26,"Texas",10-3,4.0,8,89,26
2007-08,27,"Kansas",12-1,3.9,24,120,27
2007-08,28,"Washington St",5-7,3.9,5,68,28
2007-08,29,"Arkansas",8-5,3.5,7,99,29
2007-08,30,"Florida St",7-6,3.4,6,37,30
2007-08,31,"Michigan",9-4,3.3,14,105,31
2007-08,32,"Cincinnati",10-3,3.3,13,118,32
2007-08,33,"Colorado",6-7,3.2,4,60,33
2007-08,34,"Texas Tech",9-4,3.1,29,105,34
2007-08,35,"Stanford",4-8,2.7,6,92,35
2007-08,36,"Alabama",7-6,2.6,15,104,36
2007-08,37,"Maryland",6-7,2.5,32,120,37
2007-08,38,"Kansas St",5-7,2.4,5,89,38
2007-08,39,"Illinois",9-4,2.2,29,91,39
2007-08,40,"BYU",11-2,1.9,9,57,40
2007-08,41,"Clemson",9-4,1.8,21,96,41
2007-08,42,"Pittsburgh",5-7,1.6,37,120,42
2007-08,43,"Boston College",11-3,1.6,15,81,43
2007-08,44,"Penn St",9-4,1.4,33,114,44
2007-08,45,"Mississippi St",8-5,1.4,2,80,45
2007-08,46,"Notre Dame",3-9,1.4,2,48,46
2007-08,47,"UConn",9-4,1.1,41,120,47
2007-08,48,"Michigan St",7-6,1.1,43,97,48
2007-08,49,"Duke",1-11,1.0,23,106,49
2007-08,50,"Rutgers",8-5,0.8,27,117,50
2007-08,51,"Utah",9-4,0.8,5,56,51
2007-08,52,"Mississippi",3-9,0.7,13,69,52
2007-08,53,"Wisconsin",9-4,0.7,12,89,53
2007-08,54,"Vanderbilt",5-7,0.5,46,112,54
2007-08,55,"Syracuse",2-10,0.5,8,79,55
2007-08,56,"Wake Forest",9-4,0.3,4,70,56
2007-08,57,"Virginia",9-4,0.2,23,66,57
2007-08,58,"Georgia Tech",7-6,0.0,27,72,58
2007-08,59,"NC State",5-7,-0.6,38,80,59
2007-08,60,"Colorado St",3-9,-1.0,1,77,60
2007-08,61,"North Carolina",4-8,-1.1,39,118,61
2007-08,62,"TCU",8-5,-1.1,14,92,62
2007-08,63,"UNLV",2-10,-1.8,36,107,63
2007-08,64,"Miami",5-7,-1.8,14,81,64
2007-08,65,"Purdue",8-5,-2.0,40,111,65
2007-08,66,"Wyoming",5-7,-2.3,41,92,66
2007-08,67,"Indiana",7-6,-2.3,66,114,67
2007-08,68,"San Diego St",4-8,-2.3,6,99,68
2007-08,69,"Iowa St",3-9,-2.3,65,119,69
2007-08,70,"Air Force",9-4,-2.4,30,120,70
2007-08,71,"Minnesota",1-11,-3.2,25,96,71
2007-08,72,"New Mexico",9-4,-3.4,52,87,72
2007-08,73,"Iowa",6-6,-3.5,32,111,73
2007-08,74,"Troy",8-4,-3.6,2,89,74
2007-08,75,"Fresno St",9-4,-3.8,35,113,75
2007-08,76,"Baylor",3-9,-3.9,10,115,76
2007-08,77,"Boise St",10-3,-4.4,11,115,77
2007-08,78,"E Carolina",8-5,-4.5,9,83,78
2007-08,79,"UCF",10-4,-4.5,23,102,79
2007-08,80,"Northwestern",6-6,-4.9,66,119,80
2007-08,81,"Hawai'i",12-1,-5.2,28,119,81
2007-08,82,"Tulsa",10-4,-5.4,11,90,82
2007-08,83,"Houston",8-5,-5.6,1,86,83
2007-08,84,"Ball St",7-6,-6.3,64,101,84
2007-08,85,"Southern Miss",7-6,-6.6,47,111,85
2007-08,86,"Marshall",3-9,-6.9,5,92,86
2007-08,87,"Navy",8-5,-7.2,50,114,87
2007-08,88,"C Michigan",8-6,-7.4,17,107,88
2007-08,89,"Nevada",6-7,-7.9,6,106,89
2007-08,90,"Florida Atlantic",8-5,-7.9,68,110,90
2007-08,91,"Utah St",2-10,-8.1,60,117,91
2007-08,92,"UAB",2-10,-8.6,15,105,92
2007-08,93,"UTEP",4-8,-8.7,29,106,93
2007-08,94,"Louisiana Tech",5-7,-8.9,68,119,94
2007-08,95,"San Jose St",5-7,-8.9,7,109,95
2007-08,96,"Middle Tenn",5-7,-8.9,19,102,96
2007-08,97,"W Michigan",5-7,-8.9,1,100,97
2007-08,98,"Miami OH",6-7,-9.0,9,98,98
2007-08,99,"Army",3-9,-9.2,72,118,99
2007-08,100,"E Michigan",4-8,-9.5,24,112,100
2007-08,101,"Akron",4-8,-9.6,42,101,101
2007-08,102,"Bowling Green",8-5,-9.6,10,102,102
2007-08,103,"UL Monroe",6-6,-9.6,13,113,103
2007-08,104,"SMU",1-11,-9.8,28,106,104
2007-08,105,"Buffalo",5-7,-10.6,10,116,105
2007-08,106,"Toledo",5-7,-10.9,20,115,106
2007-08,107,"Rice",3-9,-10.9,95,118,107
2007-08,108,"Arkansas St",5-7,-11.0,2,118,108
2007-08,109,"Florida Intl",1-11,-11.2,23,119,109
2007-08,110,"Temple",4-8,-11.4,60,118,110
2007-08,111,"Tulane",4-8,-11.7,59,119,111
2007-08,112,"N Texas",2-10,-11.9,26,117,112
2007-08,113,"Idaho",1-11,-12.4,3,116,113
2007-08,114,"N Illinois",2-10,-12.5,29,120,114
2007-08,115,"Kent St",3-9,-12.5,65,115,115
2007-08,116,"Memphis",7-6,-12.6,59,119,116
2007-08,117,"Louisiana",3-9,-12.6,20,120,117
2007-08,118,"Ohio",6-6,-13.0,92,118,118
2007-08,119,"New Mexico St",4-9,-13.2,85,120,119
2007-08,120,"W Kentucky",7-5,-15.2,37,120,120
2008-09,1,"Oklahoma",12-2,13.9,1,74,1
2008-09,2,"Florida",13-1,11.2,2,63,10
2008-09,3,"Texas",12-1,10.8,1,113,2
2008-09,4,"USC",12-1,10.6,2,52,3
2008-09,5,"Penn St",11-2,8.9,4,84,11
2008-09,6,"Oregon",10-3,8.2,4,70,6
2008-09,7,"Ohio St",10-3,8.1,1,92,9
2008-09,8,"Oregon St",9-4,8.1,1,45,4
2008-09,9,"Oklahoma St",9-4,7.4,6,110,8
2008-09,10,"Texas Tech",11-2,7.1,4,118,5
2008-09,11,"Missouri",10-4,6.5,3,87,7
2008-09,12,"Alabama",12-2,5.8,8,57,13
2008-09,13,"California",9-4,5.4,6,45,12
2008-09,14,"TCU",11-2,5.3,9,93,17
2008-09,15,"Georgia",10-3,4.7,6,107,14
2008-09,16,"Mississippi",9-4,4.6,14,76,21
2008-09,17,"Stanford",5-7,4.5,5,80,15
2008-09,18,"Arizona",8-5,4.5,14,98,18
2008-09,19,"Kansas",8-5,3.8,10,107,16
2008-09,20,"Michigan St",9-4,3.0,6,39,20
2008-09,21,"Pittsburgh",9-4,2.8,21,92,22
2008-09,22,"South Carolina",7-6,2.8,11,102,28
2008-09,23,"Baylor",4-8,2.5,18,105,19
2008-09,24,"Florida St",9-4,2.4,18,117,24
2008-09,25,"Nebraska",9-4,2.2,17,116,23
2008-09,26,"Arkansas",5-7,2.1,19,114,30
2008-09,27,"Arizona St",5-7,2.1,14,104,25
2008-09,28,"LSU",8-5,1.9,5,118,35
2008-09,29,"Vanderbilt",7-6,1.9,25,85,32
2008-09,30,"Iowa",9-4,1.7,24,119,26
2008-09,31,"Purdue",4-8,1.6,12,120,27
2008-09,32,"Wake Forest",8-5,1.5,10,93,31
2008-09,33,"Miami",7-6,1.4,9,115,43
2008-09,34,"Utah",13-0,1.4,14,78,53
2008-09,35,"UCLA",4-8,1.1,4,46,33
2008-09,36,"Clemson",7-6,1.1,8,89,37
2008-09,37,"Illinois",5-7,1.0,6,74,29
2008-09,38,"Tennessee",5-7,0.9,5,86,34
2008-09,39,"NC State",6-7,0.9,6,86,44
2008-09,40,"Virginia",5-7,0.9,4,81,36
2008-09,41,"Virginia Tech",10-4,0.9,18,53,40
2008-09,42,"Boise St",12-1,0.7,5,118,60
2008-09,43,"Auburn",5-7,0.6,13,80,45
2008-09,44,"Georgia Tech",9-4,0.5,27,117,42
2008-09,45,"Colorado",5-7,0.5,20,115,38
2008-09,46,"North Carolina",8-5,0.4,28,119,50
2008-09,47,"Wisconsin",7-6,0.3,8,87,41
2008-09,48,"Michigan",3-9,0.1,17,52,39
2008-09,49,"Washington",0-12,0.0,1,54,48
2008-09,50,"Boston College",9-5,0.0,40,113,51
2008-09,51,"Cincinnati",11-3,-0.1,10,113,47
2008-09,52,"BYU",10-3,-0.3,19,109,59
2008-09,53,"Rutgers",8-5,-0.3,9,64,46
2008-09,54,"West Virginia",9-4,-0.4,4,103,55
2008-09,55,"UConn",8-5,-0.4,31,114,49
2008-09,56,"Maryland",8-5,-0.6,42,105,54
2008-09,57,"Notre Dame",7-6,-0.7,36,105,52
2008-09,58,"Duke",4-8,-1.0,53,118,57
2008-09,59,"S Florida",8-5,-1.2,16,90,56
2008-09,60,"Northwestern",9-4,-1.3,59,117,66
2008-09,61,"Texas A&M",4-8,-1.3,38,99,58
2008-09,62,"Kentucky",7-6,-1.5,20,82,61
2008-09,63,"Syracuse",3-9,-1.9,33,109,63
2008-09,64,"Kansas St",5-7,-2.0,30,120,62
2008-09,65,"Navy",8-5,-2.0,25,115,64
2008-09,66,"Minnesota",7-6,-2.1,39,97,65
2008-09,67,"New Mexico",4-8,-2.4,6,71,67
2008-09,68,"Mississippi St",4-8,-2.6,40,101,68
2008-09,69,"Houston",8-5,-3.2,33,109,72
2008-09,70,"E Carolina",9-5,-3.3,14,79,71
2008-09,71,"Iowa St",2-10,-3.3,68,119,69
2008-09,72,"Louisville",5-7,-3.6,18,88,70
2008-09,73,"Air Force",8-5,-3.6,64,115,73
2008-09,74,"Marshall",4-8,-4.3,58,116,76
2008-09,75,"Colorado St",7-6,-4.3,23,111,74
2008-09,76,"Troy",8-5,-4.4,10,95,77
2008-09,77,"Southern Miss",7-6,-4.8,21,94,82
2008-09,78,"Buffalo",8-6,-4.8,30,108,75
2008-09,79,"Rice",10-3,-4.9,52,112,83
2008-09,80,"Nevada",7-6,-5.6,49,119,80
2008-09,81,"Indiana",3-9,-5.9,66,120,78
2008-09,82,"UTEP",5-7,-5.9,16,96,89
2008-09,83,"UNLV",5-7,-6.1,43,101,88
2008-09,84,"Bowling Green",6-6,-6.2,8,87,79
2008-09,85,"Temple",5-7,-6.6,43,110,85
2008-09,86,"W Michigan",9-4,-6.7,16,105,84
2008-09,87,"Akron",5-7,-6.7,10,102,87
2008-09,88,"C Michigan",8-5,-6.8,48,116,81
2008-09,89,"Tulsa",11-3,-6.9,50,118,105
2008-09,90,"UCF",4-8,-6.9,58,111,92
2008-09,91,"Fresno St",7-6,-7.0,11,100,91
2008-09,92,"Toledo",3-9,-7.2,1,92,90
2008-09,93,"N Illinois",6-7,-7.2,24,93,86
2008-09,94,"SMU",1-11,-7.4,52,113,95
2008-09,95,"Utah St",3-9,-7.5,15,115,93
2008-09,96,"UAB",4-8,-7.6,30,108,99
2008-09,97,"Washington St",2-11,-7.8,3,111,97
2008-09,98,"Hawai'i",7-7,-7.8,1,105,98
2008-09,99,"Ball St",12-2,-7.9,65,118,103
2008-09,100,"Ohio",4-8,-8.0,18,105,94
2008-09,101,"Florida Atlantic",7-6,-8.2,3,104,104
2008-09,102,"Wyoming",4-8,-8.2,59,114,102
2008-09,103,"Kent St",4-8,-8.3,21,108,96
2008-09,104,"Memphis",6-7,-8.5,31,112,112
2008-09,105,"Miami OH",2-10,-8.7,15,105,101
2008-09,106,"E Michigan",3-9,-8.7,79,120,100
2008-09,107,"Louisiana",6-6,-8.8,9,114,106
2008-09,108,"Middle Tenn",5-7,-9.0,12,110,108
2008-09,109,"Arkansas St",6-6,-9.0,38,116,107
2008-09,110,"N Texas",1-11,-9.1,2,120,110
2008-09,111,"Florida Intl",5-7,-9.1,2,118,109
2008-09,112,"Army",3-9,-9.5,65,119,111
2008-09,113,"Tulane",2-10,-9.8,2,119,113
2008-09,114,"Louisiana Tech",8-5,-10.0,27,116,116
2008-09,115,"San Diego St",2-10,-10.3,83,119,114
2008-09,116,"San Jose St",6-6,-10.7,98,116,115
2008-09,117,"UL Monroe",4-8,-11.2,5,119,117
2008-09,118,"New Mexico St",3-9,-12.3,3,118,118
2008-09,119,"W Kentucky",2-10,-13.3,35,119,119
2008-09,120,"Idaho",2-10,-14.7,30,120,120
2009-10,1,"Alabama",14-0,11.4,1,26,2
2009-10,2,"Oklahoma",8-5,10.3,1,17,1
2009-10,3,"Texas",13-1,9.8,1,61,3
2009-10,4,"Florida",13-1,8.6,1,48,4
2009-10,5,"Nebraska",10-4,7.4,3,80,6
2009-10,6,"LSU",9-4,7.3,6,55,11
2009-10,7,"Oregon",10-3,7.2,3,19,8
2009-10,8,"Arkansas",8-5,6.9,3,117,7
2009-10,9,"Virginia Tech",10-3,6.8,1,21,14
2009-10,10,"Texas Tech",9-4,6.5,3,109,5
2009-10,11,"Georgia",8-5,6.5,4,18,9
2009-10,12,"Mississippi St",5-7,6.4,9,120,12
2009-10,13,"Miami",9-4,6.4,1,36,13
2009-10,14,"USC",9-4,6.0,2,56,10
2009-10,15,"Arizona",8-5,6.0,13,74,15
2009-10,16,"Tennessee",7-6,5.7,12,83,22
2009-10,17,"Georgia Tech",11-3,5.5,13,105,18
2009-10,18,"South Carolina",7-6,5.5,9,54,16
2009-10,19,"Florida St",7-6,5.3,9,60,19
2009-10,20,"Stanford",8-5,5.1,16,75,25
2009-10,21,"TCU",12-1,5.0,6,92,35
2009-10,22,"Oklahoma St",9-4,4.7,15,72,17
2009-10,23,"Clemson",9-5,4.7,13,67,23
2009-10,24,"Auburn",8-5,4.4,19,91,20
2009-10,25,"Oregon St",8-5,4.3,16,100,24
2009-10,26,"Washington",5-7,4.2,6,91,21
2009-10,27,"Mississippi",9-4,4.1,19,105,30
2009-10,28,"Ohio St",11-2,3.8,5,49,39
2009-10,29,"Cincinnati",12-1,3.8,21,61,42
2009-10,30,"Baylor",4-8,3.6,19,77,27
2009-10,31,"California",8-5,3.4,10,104,28
2009-10,32,"Iowa",11-2,3.3,12,94,37
2009-10,33,"Kansas",5-7,3.2,21,100,29
2009-10,34,"North Carolina",8-5,3.1,32,106,38
2009-10,35,"Kentucky",7-6,3.0,15,114,36
2009-10,36,"UCLA",7-6,3.0,12,78,26
2009-10,37,"Notre Dame",6-6,2.8,18,66,32
2009-10,38,"UConn",8-5,2.4,28,66,40
2009-10,39,"Boston College",8-5,2.2,23,107,43
2009-10,40,"Texas A&M",6-7,2.1,33,117,34
2009-10,41,"Arizona St",4-8,2.1,31,115,33
2009-10,42,"Missouri",8-5,2.0,18,97,31
2009-10,43,"Michigan St",6-7,1.9,18,92,48
2009-10,44,"Virginia",3-9,1.9,39,93,41
2009-10,45,"Pittsburgh",10-3,1.5,32,96,47
2009-10,46,"Wake Forest",5-7,1.5,28,76,44
2009-10,47,"BYU",11-2,1.5,2,57,56
2009-10,48,"West Virginia",9-4,1.4,27,104,46
2009-10,49,"Penn St",11-2,1.1,5,105,58
2009-10,50,"Boise St",14-0,1.0,9,71,65
2009-10,51,"Minnesota",6-7,0.9,18,57,45
2009-10,52,"Vanderbilt",2-10,0.7,34,94,50
2009-10,53,"Wisconsin",10-3,0.6,20,79,59
2009-10,54,"Purdue",5-7,0.5,27,72,51
2009-10,55,"Colorado",3-9,0.4,44,103,49
2009-10,56,"S Florida",8-5,0.2,37,120,53
2009-10,57,"Utah",10-3,0.1,15,109,64
2009-10,58,"Air Force",8-5,0.1,48,96,68
2009-10,59,"Illinois",3-9,-0.1,13,80,52
2009-10,60,"Louisville",4-8,-0.2,34,120,57
2009-10,61,"Houston",10-4,-0.2,6,95,54
2009-10,62,"Maryland",2-10,-0.4,3,102,60
2009-10,63,"Kansas St",6-6,-0.7,52,112,55
2009-10,64,"E Carolina",9-5,-0.7,51,99,67
2009-10,65,"NC State",5-7,-0.9,40,96,61
2009-10,66,"Michigan",5-7,-0.9,40,82,63
2009-10,67,"Washington St",1-11,-1.4,37,114,66
2009-10,68,"Iowa St",7-6,-1.4,56,119,62
2009-10,69,"Navy",10-4,-1.9,10,77,71
2009-10,70,"Syracuse",4-8,-2.2,20,101,69
2009-10,71,"Rutgers",9-4,-2.4,25,103,73
2009-10,72,"Duke",5-7,-2.5,64,114,70
2009-10,73,"Indiana",4-8,-2.6,69,118,72
2009-10,74,"Northwestern",8-5,-2.8,55,112,78
2009-10,75,"C Michigan",12-2,-3.5,11,75,74
2009-10,76,"Louisiana Tech",4-8,-3.8,10,104,75
2009-10,77,"UCF",8-5,-4.1,75,112,79
2009-10,78,"Southern Miss",7-6,-4.3,36,115,80
2009-10,79,"Fresno St",8-5,-4.8,10,108,76
2009-10,80,"Wyoming",7-6,-4.8,79,115,86
2009-10,81,"Nevada",8-5,-5.0,3,93,77
2009-10,82,"UAB",5-7,-5.3,64,102,84
2009-10,83,"Memphis",2-10,-5.3,19,114,82
2009-10,84,"Tulsa",5-7,-5.4,27,108,83
2009-10,85,"Miami OH",1-11,-5.4,17,115,81
2009-10,86,"Troy",9-4,-5.6,11,100,92
2009-10,87,"Colorado St",3-9,-5.9,44,105,88
2009-10,88,"Bowling Green",7-6,-6.3,32,95,85
2009-10,89,"Marshall",7-6,-6.4,82,110,90
2009-10,90,"UNLV",5-7,-6.4,85,119,89
2009-10,91,"Utah St",4-8,-6.4,6,110,87
2009-10,92,"SMU",8-5,-6.5,77,118,100
2009-10,93,"New Mexico",1-11,-6.6,16,112,94
2009-10,94,"Rice",2-10,-7.1,20,97,95
2009-10,95,"Middle Tenn",10-3,-7.1,15,108,99
2009-10,96,"Ohio",9-5,-7.2,44,111,91
2009-10,97,"Buffalo",5-7,-7.3,41,98,93
2009-10,98,"Florida Intl",3-9,-7.5,1,107,96
2009-10,99,"N Illinois",7-6,-7.7,26,116,98
2009-10,100,"San Diego St",4-8,-8.1,31,114,102
2009-10,101,"Toledo",5-7,-8.3,24,105,97
2009-10,102,"Temple",9-4,-8.6,94,119,108
2009-10,103,"Idaho",8-5,-8.6,81,120,101
2009-10,104,"UTEP",4-8,-8.6,52,108,103
2009-10,105,"UL Monroe",6-6,-8.7,1,106,106
2009-10,106,"W Kentucky",0-12,-9.2,22,117,109
2009-10,107,"Hawai'i",6-7,-9.2,94,117,105
2009-10,108,"Florida Atlantic",5-7,-9.3,1,112,112
2009-10,109,"Akron",3-9,-9.3,5,109,104
2009-10,110,"Arkansas St",4-8,-9.3,27,112,111
2009-10,111,"W Michigan",5-7,-9.6,22,111,107
2009-10,112,"E Michigan",0-12,-9.8,66,113,110
2009-10,113,"Kent St",5-7,-10.3,88,120,113
2009-10,114,"Ball St",2-10,-10.4,62,119,114
2009-10,115,"Tulane",3-9,-10.7,12,119,116
2009-10,116,"San Jose St",2-10,-10.9,4,117,115
2009-10,117,"Army",5-7,-10.9,66,119,119
2009-10,118,"Louisiana",6-6,-11.1,85,120,117
2009-10,119,"N Texas",2-10,-11.5,53,119,118
2009-10,120,"New Mexico St",3-10,-12.6,85,120,120
2010-11,1,"Auburn",14-0,9.8,1,70,7
2010-11,2,"Oregon",12-1,9.4,2,60,4
2010-11,3,"Arkansas",10-3,9.2,1,96,5
2010-11,4,"Stanford",12-1,9.0,1,99,2
2010-11,5,"Oregon St",5-7,8.9,1,18,1
2010-11,6,"Alabama",10-3,8.5,1,78,3
2010-11,7,"South Carolina",9-5,8.2,3,81,6
2010-11,8,"LSU",11-2,7.2,5,30,10
2010-11,9,"Oklahoma",12-2,6.5,5,61,8
2010-11,10,"Arizona St",6-6,6.4,9,119,9
2010-11,11,"Washington",7-6,6.2,2,50,13
2010-11,12,"Florida St",10-4,6.1,10,90,12
2010-11,13,"USC",8-5,5.8,6,66,11
2010-11,14,"Virginia Tech",11-3,5.7,2,35,22
2010-11,15,"Florida",8-5,5.6,2,73,14
2010-11,16,"Mississippi St",9-4,5.4,6,83,18
2010-11,17,"California",5-7,5.2,7,98,15
2010-11,18,"Arizona",7-6,5.2,14,102,21
2010-11,19,"Georgia",6-7,5.1,5,82,16
